ปี,อำเภอ,ประเภทแหล่งท่องเที่ยว,แหล่งท่องเที่ยว,หน่วย
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดละมุด,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดห้วยพลู,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไทยาวาส,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดกลางคูเวียง,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโคกเขมา,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดทุ่งน้อย,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดงิ้วราย,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,มูลนิธิมหาเทพ ศรีษะทอง นครชัยศรี,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนขนาก,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนยายหอม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนเสาเกียด (มิลินทบุณยาราม),แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบางแขม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดใหม่ห้วยลึก,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระกะเทียม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองเสือ,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโพรงมะเดื่อ,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดพะเนียงแตก,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,องค์พระปฐมเจดีย์,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดพระประโทณเจดีย์วรวิหาร,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไผ่ล้อม (หลวงพ่อพูล),แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,พิพิธภัณฑ์แห่งชาติพระปฐมเจดีย์,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโพธิ์เศษฐีวนาราม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดธรรมศาลา,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสามควายเผือก,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าปฐมชัย,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเกาะวังไทร,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระกระเทียม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดวังตะกู,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดตาก้อง,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดทัพหลวง,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดลาดหญ้าแพรก,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดใหม่ปิ่นเกลียว,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,พระวิหารเทวสถิตย์,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,สถาบันวัฒนธรรมภูมิภาคตะวันต,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ กลุ่มชาติพันธุ์ไทย-จีนลาวคลั่ง,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสุวรรณาราม,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดพุทธมณฑล,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,สวนพุทธมณฑล,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดมะเกลือ,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าศรีถาวร คลองโยง,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดมงคลประชาราม,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเทพนิมิต,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสิริวัฒนาราม,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดลำพญา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบางเลน,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบางปลา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดรางกำหยาด,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไผ่จระเข้,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโฆสิตาราม นครปฐม,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบัวปากท่า,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสว่างอารมณ์ (นราภิรมย์),แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเกาะแรต,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดนราภิรมย์,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดนราภิรมย์,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบางภาษี,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบึงลาดสวาย,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเวฬุวนาราม,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบางหลวง,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเกษมสุริยัมนาจ,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไผ่หูช้าง,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไผ่สามตำลึง,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดศิลามูล,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดรางไทร,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดรางกระทุ่ม,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดคลองคูเมือง,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดนิลเพชร,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบัวหวั่น,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนยอ นครปฐม,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าอุดมสิทธิกุล,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโพธิ์ราษฎร์ศรัทธาทํา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,หมู่บ้านไทยทรงดำ (หมู่บ้านไทยโซ่ง),แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ตลาดบางหลวงร.ศ.122,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ตลาดเก่าก๊กพระยา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดชุมนุมศรัทธา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ตลาดเกาะเเรต,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,"ศูนย์ชาติพันธุ์ลาวโซ่ง,ไทย - จีน,มอญ",แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดประชาราษฎร์บํารุง (วัดรางหมัน),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไร่แตงทอง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดปลักไม้ลาย,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสว่างชาติประชาบำรุง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเจริญราษฎร์บำรุง (วัดหนองพงนก),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดอ้อน้อย(ธรรมอิสระ),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,หลวงปู่หลิว นั่งพญาเต่าเรือน วัดสี่แยกเจริญพร,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดห้วยม่วง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดทุ่งกระพังโหม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดเจริญราษฎร์บำรุง (วัดหนองพงนก),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระพัง ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดกำแพงแสน,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสี่แยกเจริญพร,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดท่าเสา ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดวังน้ำเขียว ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองกระทุ่ม นครปฐม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองหมู,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดพุทธสันติธรรม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองโพธิ์ ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองจิก,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบ่อน้ำจืด,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระมงคล,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดปทุมทองสุทธาราม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสุวรรณรัตนาราม (วัดหลักเมตร),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดคลองตัน,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าดอนทอง ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าปฐมโพธิญาณ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองศาลา,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองปลาไหล,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดห้วยม่วง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระสี่มุม ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบ้านหนองขาม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดนิยมธรรมาวราราม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองกร่าง,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดลาดหญ้าไทร,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดห้วยผักชี,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดโพธิ์งาม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดไผ่รื่นรมย์,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองแกเล็ก สุวรรณาราม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดหนองเจริญธรรม (วัดหนองเขมร) ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดราษฎร์ภิรมย์วราราม (ลาดปลาเค้า),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ธรรมสถานเจือด้วยบุญ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,มูลนิธิธรรมอิสระ,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดป่าญาณโสภณาราม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,พระมหาพุทธพิมพ์นาคปรก “ปกเกล้า ปกแผ่นดิน”,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนเตาอิฐ (เจริญพร),แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระน้ำส้ม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ป่าศรัทธาธรรม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,สำนักสงฆ์ดอนกระเพรา,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศาลเจ้าฉีเทียนฮุก​ป๋อ​ตั๊ว​ไต่​เสี่ย​ฮุก​โจ้ว​,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ กลุ่มชาติพันธุ์ลาวเวียง ลาวครั่ง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสามง่าม (วัดอรัญญิการาม),แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดห้วยพระ,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสุขวราราม (วัดดอนรวก),แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม , วัดทุ่งสีหลง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดลำลูกบัว,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดตะโกสูง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดบ้านหลวง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดทุ่งผักกูด,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนขนาก,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศาลพระโพธิ์สัตว์กวนอิม ทุ่งพิชัย,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ตลาดน้ำทุ่งบัวแดง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดดอนตูม,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดลำเหย,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดสระสี่เหลี่ยม,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,ศูนย์การเรียนรู้วัฒนธรรมไทยทรงดำ กลุ่มชาติพันธุ์ลาวคั่ง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,โรงเจหัวถนน ศาลเจ้าเล่าตาแป๊ะกง,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวประวัติศาสตร์และวัฒนธรรม ,วัดกงลาด นครปฐม,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเชิงเกษตร,สามพรานโมเดล,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเชิงเกษตร,"ทุ่งธรรมนา ศูนย์การเรียนรู้เกษตรอินทรีและ
ฟาร์มชุมชมชน ",แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเชิงเกษตร,เกาะลัดอีแท่น,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเชิงเกษตร,ศูนย์การเรียนรู้เกษตรอินทรีย์บ้านหัวอ่าว,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเชิงเกษตร,Dubua Café,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเชิงเกษตร,สวนส้มโอนครชัยศรีลุงแดง,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเชิงเกษตร,นาบัวลุงแจ่ม,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเชิงเกษตร,ชุมชนบ้านศาลาดิน,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเชิงเกษตร,บ้านฟักข้าว,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเชิงเกษตร,ชุมชนเกษตรอินทรีย์คลองโยง,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเชิงเกษตร,เดอะศาลายา เลเชอร์ ปาร์ค,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวเชิงเกษตร,สวนกล้วยไม้สุวรรณ ภูมิ ออร์คิดส์,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวเชิงเกษตร,ศูนย์เพาะขยายพันธุ์ ผึ้งโพรงป่า ไร่ กำแพงแสนรัก ดร.เฉิน,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวเชิงเกษตร,อ่างเก็บน้ำลาดเลี้ยง ควาย,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวเชิงเกษตร,สวนอินทผลัมวัฒนา,แห่ง
2569,ดอนตูม,แหล่งท่องเที่ยวเชิงเกษตร,ชุมชนดอนรวก,แห่ง
2569,บางเลน,ทางธรรมชาติ,สวนลุงตู่ พันธุ์ไม้,แห่ง
2569,บางเลน,ทางธรรมชาติ,ฟาร์มไส้เดือนนาน้อย,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,อุโมงค์ยูคาลิปตัส เกษตร กำแพงแสน,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,อุโมงค์ชมพูพันธุ์ทิพย์,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,ลานกางเต็นท์แคมป์เปอร์ฟิลด์,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,อุทยานแมลงเฉลิม พระเกียรติ พระบาทสมเด็จพระเจ้าอยู่หัว,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,ตลาดคุณาวรรณ,แห่ง
2569,กำแพงแสน,ทางธรรมชาติ,สวนน้ำหนองกระทุ่ม,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดน้ำวัดดอนหวาย,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,สวนนกยูง สามพราน,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,สวนสามพราน,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,Pathom Organic Village,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ลานแสดงช้างและฟาร์มจระเข้สามพราน,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,สวนลุงบุญ ริมน้ำท่าจีน,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,อาหารปลาริมแม่น้ำวัดเทียนดัด,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,บ้านสวนปรีดา,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,เซ็นทรัล ศาลายา,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดสุขใจ Sookjai Farmer’s Market,แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,Koi Fish Thailand Farm (ฟาร์มปลาคาร์ป),แห่ง
2569,สามพราน,แหล่งท่องเที่ยวเพื่อนันทนาการ,Bubble in the forest,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดน้ำวัดกลางคูเวียง,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเพื่อนันทนาการ,บ้านโรงหวด,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเพื่อนันทนาการ,สยามหาดทรายขาว,แห่ง
2569,นครชัยศรี,แหล่งท่องเที่ยวเพื่อนันทนาการ,บ้านขุนแก้ว ตำนานขนมเปี๊ยะ,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,อ่างเก็บน้ำประปานคร,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,สวนสัตว์เทศบาลนครนครปฐม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,ถนนคนเดิน วัดพระงาม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดโต้รุ่ง องค์พระปฐมเจดีย์,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,สวนน้ำนครปฐม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,เซ็นทรัลนครปฐม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,บิ๊กซีนครปฐม,แห่ง
2569,เมืองนครปฐม,แหล่งท่องเที่ยวเพื่อนันทนาการ,โลตัสนครปฐม,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเพื่อนันทนาการ,ไชน่าทาวน์ ศาลายา,แห่ง
2569,พุทธมณฑล,แหล่งท่องเที่ยวเพื่อนันทนาการ,เดอะศาลายา เลเชอร์ ปาร์ค,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดน้ำวัดลำพญา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,บ้านรังนกThe Happy Nest,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ฟาร์มปลาคาฟบ้านแก้ว,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,The old house Bang Luang market,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดน้ำลำพญา,แห่ง
2569,บางเลน,แหล่งท่องเที่ยวเพื่อนันทนาการ,ตลาดโบราณ  100 ปี รางกระทุ่ม,แห่ง
2569,กำแพงแสน,แหล่งท่องเที่ยวเพื่อนันทนาการ,นิตาธร ทะเลน้ำจืด,แห่ง
